Lot Area,Overall Qual,Overall Cond,Gr Liv Area,TotRms AbvGrd,Yr Sold,SalePrice
7264,7,7,1548,5,2009,205000
4960,5,7,1654,7,2009,137000
8854,6,6,952,4,2009,121000
6000,4,6,1324,6,2009,128000
6000,6,9,1176,4,2009,134900
6000,5,8,1348,5,2009,117000
6000,6,6,1412,6,2009,132500
6000,5,5,1142,6,2009,93000
6000,6,7,904,4,2009,119000
6911,5,5,1301,5,2009,100000
6120,5,6,1539,5,2009,141500
6120,4,7,1573,6,2009,133000
6120,2,3,800,4,2009,60000
6120,5,7,875,5,2009,105000
6120,5,6,995,5,2009,115000
6120,5,6,1582,6,2009,150000
8635,5,5,1072,5,2009,126500
11888,6,6,2134,10,2009,214500
11414,7,8,2019,8,2009,167500
8094,6,6,1768,8,2009,155000
2500,7,8,1826,7,2009,155000
9928,7,8,1944,8,2009,179900
5520,6,6,2229,8,2009,104000
3000,5,1,2128,11,2009,62500
6876,6,5,1930,8,2009,149000
6240,4,5,1208,5,2009,103000
5775,6,7,1427,7,2009,123000
5852,7,5,1864,9,2009,97500
5160,6,6,1666,4,2009,135000
5160,4,6,892,5,2009,70000
10320,6,7,1403,7,2009,116000
4280,4,9,704,4,2009,88750
10800,5,5,1200,5,2009,179000
10800,5,5,1200,5,2009,179000
10547,5,5,1152,6,2009,159900
10020,1,1,904,4,2009,61000
6629,6,6,1369,6,2009,103600
9780,5,3,1112,6,2009,63000
12886,5,6,1464,6,2009,175000
8816,5,6,1121,5,2009,139000
11184,6,5,1683,7,2009,172500
11625,5,6,1052,6,2009,113500
7800,5,7,899,5,2009,130000
8014,6,5,1034,5,2009,149900
7252,5,5,858,5,2009,134900
8740,5,6,860,4,2009,137000
11616,5,5,1092,6,2009,139000
15400,5,5,1774,8,2009,165000
15312,6,5,1138,6,2009,148000
15584,5,5,2071,9,2009,165000
9000,2,2,660,5,2009,63900
11250,4,5,1788,8,2009,161500
25095,5,8,1473,5,2009,143000
17140,4,6,1229,6,2009,135000
12342,4,5,861,4,2009,82500
10708,5,5,1867,7,2009,190000
13680,3,5,1733,8,2009,139600
15635,4,5,1383,6,2009,122000
9855,6,5,1689,7,2009,127500
9571,5,5,1073,5,2009,121500
9571,5,3,1276,5,2009,60000
9350,6,7,1639,6,2009,154400
9340,4,6,672,4,2009,113000
7440,5,6,1089,5,2009,125000
11500,4,3,845,5,2009,84000
4235,5,5,1049,5,2009,139500
11409,5,4,1716,8,2009,131000
9060,6,5,1258,6,2009,105000
9084,4,5,1510,7,2009,108000
10778,7,6,1061,4,2009,162000
19255,6,5,1338,5,2009,156500
12327,8,8,2132,5,2009,316600
14684,7,7,2196,7,2009,271900
9317,7,5,1775,7,2009,213000
10560,7,5,1879,8,2009,239900
9828,8,5,2020,8,2009,239500
26400,5,7,2016,7,2009,131000
7018,5,5,1535,8,2009,118964
7018,5,5,1224,6,2009,153337
7018,5,5,2228,8,2009,147983
7018,5,5,1535,8,2009,118858
7018,5,5,1535,8,2009,118858
7018,5,5,2240,12,2009,142953
7040,5,5,1229,6,2009,148325
7007,5,5,1513,8,2009,113722
11855,7,5,2787,8,2009,269500
7939,7,5,2787,8,2009,269500
7976,7,5,2787,8,2009,269500
10933,9,5,1680,8,2009,323262
10637,8,5,1718,7,2009,297000
10226,8,5,1630,8,2009,295493
10816,9,5,1720,8,2009,332000
9178,8,5,1468,6,2009,239900
10769,8,5,1768,7,2009,212000
11422,8,5,1838,7,2009,272500
11923,9,5,1800,7,2009,239000
8814,7,5,1604,8,2009,220000
6762,7,5,1290,6,2009,200000
10324,8,5,1254,5,2009,221800
7314,7,5,1232,6,2009,194500
11645,8,5,1498,7,2009,237000
11646,6,5,1422,7,2009,173000
12800,7,5,1644,5,2009,275000
16698,7,5,1759,7,2009,233500
28698,5,5,2126,7,2009,185000
12464,5,5,1040,6,2009,152000
9757,5,7,990,5,2009,143000
15426,6,5,1764,7,2009,231500
10667,7,6,1661,6,2009,212000
14753,7,5,1463,5,2009,207000
10859,5,5,1097,6,2009,145000
8072,5,5,990,5,2009,138000
10400,7,5,1779,6,2009,197900
10335,7,5,1501,6,2009,204000
9017,7,5,1431,6,2009,192000
8750,6,5,1772,7,2009,200000
8935,7,5,1660,7,2009,195000
9808,7,5,1573,6,2009,227000
12420,7,5,1840,6,2009,230000
16285,7,5,1430,6,2009,187100
10739,7,5,1444,6,2009,203000
11166,7,5,1492,6,2009,201000
8430,5,5,1040,5,2009,124000
16269,5,5,907,5,2009,140000
6950,5,7,914,5,2009,134900
8800,5,7,1040,5,2009,150500
7000,5,8,864,6,2009,136500
9286,5,7,1268,5,2009,143500
15523,5,6,864,5,2009,133500
7200,5,5,894,6,2009,123000
7200,5,8,768,5,2009,133900
8445,5,7,768,5,2009,133000
11664,7,5,1611,6,2009,250000
12334,8,5,2184,8,2009,254750
11838,8,5,1788,7,2009,236500
11885,8,5,1872,7,2009,261500
11050,9,5,2153,8,2009,313000
8749,7,5,1725,6,2009,198500
11250,7,5,1870,6,2009,211000
15750,8,5,1513,5,2009,220000
11883,7,5,1504,6,2009,203000
12782,8,5,1828,7,2009,279500
8750,7,5,1417,7,2009,210000
9375,7,5,2034,8,2009,219500
8750,7,5,1716,7,2009,191000
9100,7,5,1212,6,2009,178000
9750,7,5,1630,6,2009,213000
4435,6,5,848,4,2009,144000
4435,6,5,848,4,2009,140000
10200,8,5,1602,7,2009,293200
9313,7,5,1728,7,2009,190000
8487,7,5,1500,6,2009,190000
8633,6,5,1476,7,2009,173500
11069,6,5,1396,6,2009,170000
8777,4,5,1126,5,2009,108000
9937,5,7,1486,7,2009,167000
8877,4,6,816,3,2009,100000
7301,7,5,1922,7,2009,198500
7950,6,6,1426,6,2009,159500
10682,4,6,1149,7,2009,127000
7200,6,6,1125,6,2009,125000
13286,9,5,1698,8,2009,320000
3675,6,5,1072,5,2009,145500
9405,5,9,698,4,2009,118000
6410,4,5,876,5,2009,85000
11767,5,5,1368,6,2009,120000
8405,4,3,1529,9,2009,98000
4060,5,8,864,4,2009,99900
10206,3,3,944,4,2009,82000
10926,5,5,1678,10,2009,119900
11767,5,5,1560,7,2009,103500
8926,4,3,960,5,2009,112000
12354,6,8,1196,7,2009,110000
8212,5,6,1298,6,2009,122000
10998,5,5,1604,6,2009,117000
6300,5,4,1268,7,2009,160000
4500,5,5,1520,6,2009,159434
8400,2,5,438,3,2009,60000
9900,6,7,1489,7,2009,139500
15863,7,3,3082,12,2009,197000
5707,6,6,1242,6,2009,105000
7804,4,3,1981,7,2009,135000
8574,6,8,1232,6,2009,147500
6171,6,6,1608,7,2009,137450
7200,7,9,1135,6,2009,155000
7558,6,6,1913,9,2009,177000
6292,7,7,1477,6,2009,145000
7155,7,8,1228,6,2009,137000
10918,7,9,2080,9,2009,234000
13680,5,6,1567,6,2009,205000
7500,6,7,1494,7,2009,177500
9600,5,7,1308,7,2009,160000
14680,5,4,1273,5,2009,155000
13360,5,7,964,5,2009,163500
7681,5,6,1343,7,2009,154900
8145,7,6,2480,13,2009,205000
9100,5,6,1112,6,2009,144800
12000,7,7,1564,7,2009,174500
13339,6,6,1561,6,2009,193000
15600,5,7,1523,7,2009,158000
14000,6,8,1152,6,2009,158500
17500,6,5,1906,6,2009,224000
1733,6,6,1032,5,2009,115000
1488,6,6,1229,5,2009,137000
1612,6,6,1229,5,2009,121000
1300,6,6,1229,5,2009,124000
13607,6,6,1982,6,2009,208000
17597,7,9,2365,7,2009,315000
21695,6,9,1680,5,2009,222000
10690,5,7,1344,6,2009,147000
8660,5,6,2168,11,2009,123000
6402,5,5,1192,6,2009,78000
8470,3,2,1526,6,2009,85000
10200,4,6,572,4,2009,75000
3843,8,5,1648,5,2009,230000
21780,2,4,810,4,2009,57625
10125,8,5,2052,7,2009,251000
12822,7,5,2149,6,2009,239686
12118,7,5,1710,7,2009,240000
12209,6,5,1961,7,2009,215000
9750,6,6,926,5,2009,156450
9360,6,7,1287,5,2009,173000
10125,5,5,1734,8,2009,126000
9947,7,5,1217,6,2009,173000
11070,5,5,1595,5,2009,152000
14375,6,6,1344,7,2009,137500
215245,7,5,2036,8,2009,375000
12898,9,5,1620,6,2009,315500
13159,7,5,1692,6,2009,224500
13438,9,5,2036,9,2009,410000
14463,9,5,1641,7,2009,316500
8925,8,5,1466,7,2009,201000
11457,6,5,1412,6,2009,175000
9839,6,8,2237,7,2009,204000
14419,7,5,1479,7,2009,213500
6853,8,5,1296,6,2009,220000
9157,7,5,2014,9,2009,170000
14601,9,5,1838,8,2009,315000
12633,9,5,1978,7,2009,425000
12518,5,7,1008,6,2009,139500
21750,5,4,1771,9,2009,115000
4500,6,5,1204,5,2009,162000
4500,6,5,1224,5,2009,165000
1596,4,5,988,5,2009,91000
9858,5,6,874,5,2009,130000
1526,4,8,630,3,2009,86000
13383,5,5,1404,7,2009,160000
1477,4,4,630,3,2009,80000
1533,4,6,1344,6,2009,97000
2217,4,4,1092,6,2009,88000
7689,5,8,796,4,2009,131900
7706,6,5,1091,5,2009,131250
9101,5,6,1110,4,2009,165500
8780,5,5,833,5,2009,112000
7669,5,6,883,5,2009,149000
14115,5,5,1362,5,2009,143000
10429,5,5,1287,6,2009,130000
9819,6,5,1567,5,2009,196000
10457,5,7,1632,7,2009,173000
11029,6,8,1414,6,2008,176500
12925,6,7,2117,7,2008,237500
11075,6,5,2112,9,2008,206900
8702,6,5,1604,7,2008,187500
8139,6,5,1470,7,2008,165000
9535,6,5,1604,7,2008,195500
9042,6,5,1638,7,2008,192000
15038,6,5,1636,7,2008,173000
14137,5,5,1384,7,2008,177900
21872,7,5,1446,6,2008,175000
4923,8,5,1593,5,2008,286000
6264,8,5,1682,6,2008,247900
5395,8,5,1337,5,2008,180000
5070,8,5,1280,5,2008,180000
10839,6,5,1604,7,2008,181000
11184,6,5,1633,7,2008,183000
8000,6,5,1658,8,2008,188000
10832,7,5,1895,7,2008,194500
14067,6,5,1709,7,2008,185000
4671,8,5,1228,5,2008,189000
5950,8,5,1337,5,2008,188500
13543,8,5,2500,9,2008,355000
11198,9,5,2504,11,2008,325000
15401,9,5,1884,7,2008,387000
31220,6,2,1474,7,2008,115000
8118,9,5,1710,6,2008,334000
47280,6,5,1488,6,2008,133000
20544,7,6,2093,7,2008,215000
12680,7,6,1688,6,2008,226500
12090,6,6,1422,7,2008,175500
10825,7,7,1260,6,2008,181900
18559,7,5,2064,7,2008,235000
14450,7,5,1782,6,2008,220000
12227,6,7,2872,11,2008,272000
13068,6,5,1211,6,2008,161000
15611,5,6,1126,6,2008,175000
10400,7,6,2044,7,2008,185000
9743,5,6,1308,7,2008,146900
12511,7,7,2840,8,2008,292500
11361,6,5,1523,7,2008,180000
10400,6,5,1444,5,2008,159900
10480,7,6,1964,8,2008,205000
10000,5,6,1178,5,2008,157000
14311,8,5,2340,9,2008,306000
9000,5,5,1792,8,2008,133000
9750,6,8,1054,6,2008,151000
10295,4,6,936,4,2008,111900
7560,5,5,864,5,2008,123000
12735,4,5,864,5,2008,111250
4060,6,5,1337,5,2008,181000
1680,6,5,987,5,2008,103400
1680,6,5,987,5,2008,100000
1890,6,6,987,5,2008,100500
1869,6,6,987,5,2008,106000
1680,6,5,987,4,2008,85400
1680,6,3,987,5,2008,89500
1680,5,5,1302,6,2008,111750
4043,6,6,1069,4,2008,140000
2308,6,6,1456,7,2008,143000
2529,7,6,1055,4,2008,148500
9477,5,5,892,5,2008,110000
12444,8,5,1932,7,2008,394617
12474,10,5,2332,9,2008,426000
14803,10,5,2084,7,2008,385000
14948,9,5,2713,11,2008,446261
12704,8,5,1582,7,2008,317500
13891,8,5,1710,6,2008,372402
13693,8,5,2464,9,2008,417500
14418,9,5,1950,7,2008,383000
13418,9,5,2748,9,2008,390000
12539,10,5,2790,10,2008,460000
12151,9,5,2331,9,2008,379000
8899,8,5,2088,10,2008,250000
10574,8,5,2332,9,2008,316000
12720,10,5,2470,7,2008,615000
13688,9,5,2668,10,2008,412500
10625,7,5,2046,8,2008,284000
10845,8,5,1575,7,2008,284000
16900,8,5,2649,10,2008,421250
16451,8,5,2690,9,2008,370000
10110,9,5,1866,7,2008,336860
8769,9,5,1702,7,2008,367294
12304,7,5,1367,6,2008,192000
12677,8,5,1518,6,2008,274000
8849,9,5,1684,6,2008,266000
8232,9,5,1800,6,2008,370967
6240,8,5,1342,6,2008,234250
6240,8,5,1342,6,2008,219500
2448,7,5,1626,6,2008,155000
2448,7,5,1626,6,2008,154000
8198,7,5,1358,6,2008,207000
3940,7,5,1455,6,2008,195000
3940,7,5,1576,7,2008,219990
3182,7,5,1504,7,2008,191000
3182,7,5,1266,6,2008,159895
3710,7,5,1246,5,2008,187687
9024,6,5,1515,8,2008,179000
7415,6,5,1593,8,2008,193000
9587,7,5,1166,5,2008,190000
8029,6,5,1456,8,2008,176000
8010,7,5,1720,7,2008,188000
8396,7,5,1986,9,2008,213000
7301,7,6,1358,6,2008,217300
10261,6,5,1792,8,2008,186500
8220,7,5,1892,8,2008,226750
15384,7,5,1490,8,2008,184000
7750,7,5,1414,6,2008,176000
12460,7,5,2322,8,2008,225000
8390,7,5,1651,7,2008,185900
9660,8,5,2199,9,2008,284500
9200,8,5,2630,8,2008,315000
14260,8,5,2198,9,2008,250000
11000,9,5,2172,8,2008,291000
11675,8,5,2006,5,2008,350000
10990,7,5,2125,12,2008,279500
11929,8,7,2501,9,2008,290000
10437,8,6,2113,7,2008,350000
10542,7,5,2418,9,2008,341000
10010,7,5,2197,9,2008,287500
10944,7,5,2127,5,2008,271000
14303,8,5,1987,7,2008,301500
11932,8,5,1580,7,2008,235128
14598,6,5,1933,9,2008,214000
11957,8,5,1574,7,2008,232000
13253,7,5,1578,7,2008,240000
14587,9,5,1506,6,2008,264132
10206,8,5,1563,6,2008,245000
12274,7,5,1428,6,2008,227680
9801,8,5,1861,7,2008,257000
9428,8,5,1874,8,2008,297900
10037,8,5,1460,6,2008,247000
8640,8,5,1372,6,2008,212700
8640,7,5,1372,6,2008,250580
11639,7,5,1428,6,2008,182000
9803,7,5,1768,7,2008,226700
9375,8,5,1992,9,2008,250000
10625,7,5,1958,9,2008,250000
10800,8,5,2078,8,2008,339750
8125,7,6,1665,7,2008,205950
10625,8,5,1660,7,2008,256000
7500,7,5,1218,6,2008,230348
8791,6,5,1728,7,2008,207500
7500,7,5,1080,6,2008,141000
10110,6,5,1696,7,2008,188000
12774,7,5,1663,8,2008,192500
13072,6,5,1175,6,2008,146000
13695,5,5,1114,6,2008,159000
13695,6,5,1114,6,2008,155000
8366,6,5,1640,6,2008,173000
9260,7,5,1162,6,2008,170000
8453,6,5,1609,6,2008,182000
8480,6,5,1680,7,2008,163000
8125,6,5,1679,7,2008,193500
14565,7,5,1657,6,2008,189000
8450,6,5,1677,7,2008,190500
8285,7,5,1737,7,2008,175000
7153,6,5,1294,6,2008,179200
9291,6,5,1710,7,2008,187000
8012,6,5,1617,5,2008,193000
7892,6,5,1199,5,2008,153900
9100,5,5,984,5,2008,128000
12968,5,6,912,4,2008,144000
8100,5,8,864,5,2008,135000
8450,5,5,890,5,2008,115000
6360,5,5,864,5,2008,119916
6768,6,8,912,5,2008,142000
19508,6,5,1430,6,2008,192000
10759,5,4,1641,5,2008,140000
9205,6,5,2683,9,2008,290000
11025,9,5,2786,10,2008,372500
4282,7,5,1391,5,2008,196000
4017,7,5,1250,5,2008,171900
3435,7,5,1245,5,2008,178000
3180,6,5,1200,5,2008,165000
3180,7,5,1392,5,2008,146000
3604,7,5,1392,5,2008,146000
2280,7,5,1501,6,2008,179400
2280,6,5,1549,6,2008,172900
4765,9,5,1638,5,2008,300000
4538,9,5,1310,5,2008,285000
4385,9,5,1419,5,2008,290000
4109,9,5,1557,5,2008,305000
5119,9,5,1709,5,2008,328900
2160,7,5,1252,4,2008,160000
2160,7,5,1404,5,2008,170000
10646,7,5,1789,7,2008,223000
2645,8,5,1586,7,2008,170000
2645,8,5,1607,7,2008,200000
3951,10,5,2393,7,2008,345000
14963,8,5,1288,4,2008,245500
11064,8,5,1239,4,2008,217500
10846,8,5,1719,6,2008,324000
11120,6,6,1232,6,2008,162500
24572,9,3,2944,9,2008,150000
16280,8,9,1671,6,2008,290000
7500,7,5,1812,7,2008,205000
10400,7,6,1682,7,2008,174000
11104,6,6,1427,7,2008,183000
11050,6,5,1740,8,2008,150000
11040,6,7,1258,5,2008,145000
15387,7,7,1620,8,2008,215000
9750,5,6,1625,8,2008,140500
10800,6,7,2614,9,2008,240000
8814,5,6,1464,7,2008,141000
8872,5,8,912,5,2008,147000
8125,5,7,925,5,2008,135000
11072,5,5,1728,10,2008,145000
13101,5,5,1728,10,2008,142600
9246,5,5,1656,8,2008,135000
13355,7,6,1670,7,2008,170000
8963,8,9,2715,11,2008,299800
9120,6,6,1876,8,2008,185000
9130,6,8,1632,7,2008,173000
12122,7,9,999,6,2008,178400
9900,7,5,1978,9,2008,176000
7785,5,5,1014,6,2008,98000
8593,4,6,907,5,2008,109008
8475,4,7,952,4,2008,135750
8700,5,6,1128,6,2008,155000
10175,6,5,1425,7,2008,180500
9020,6,7,1165,6,2008,174900
9200,6,6,1136,5,2008,140000
8250,6,7,1092,6,2008,145000
9350,5,8,1265,6,2008,179900
9020,6,5,1350,6,2008,168500
9900,5,5,1114,5,2008,140000
10007,5,7,1053,5,2008,145500
10721,6,6,1252,7,2008,142000
12493,4,5,1100,6,2008,141000
11332,5,7,1118,6,2008,153000
6627,3,6,720,4,2008,72500
4130,3,6,729,5,2008,52000
7420,5,6,1077,5,2008,118000
4882,4,7,906,5,2008,87000
9600,5,6,1496,6,2008,141500
9600,6,5,1252,6,2008,119000
9600,5,8,1337,7,2008,141500
9600,6,6,1661,8,2008,165500
7584,5,5,1036,5,2008,112900
13700,7,6,1820,8,2008,201800
10197,6,5,1362,6,2008,163000
7875,5,6,1144,6,2008,139950
8400,6,9,1537,7,2008,174000
9150,6,5,1431,6,2008,165000
14670,6,7,1988,9,2008,227000
7390,5,7,1098,6,2008,135000
9204,5,5,1144,6,2008,124000
7763,5,7,1283,6,2008,140000
8856,5,4,1176,6,2008,136500
9840,5,7,1440,7,2008,185000
9120,6,6,1261,6,2008,163000
13200,6,6,1570,5,2008,166800
9000,6,5,1196,6,2008,139000
11900,6,5,1392,6,2008,166000
9464,6,7,1080,5,2008,136000
10425,5,5,1104,5,2008,133000
11556,5,6,882,4,2008,116000
9373,5,6,1152,6,2008,137500
12774,5,5,950,5,2008,130000
14250,6,5,1790,6,2008,180000
7350,5,7,952,4,2008,139000
7677,5,5,773,4,2008,110000
8838,5,3,1764,7,2008,100000
8480,5,5,1216,6,2008,118500
12436,5,5,1824,9,2008,146000
10122,4,6,869,3,2008,89900
7506,5,8,1159,5,2008,114000
10930,5,6,1558,6,2008,140000
5400,4,7,672,4,2008,86900
10836,5,5,1436,7,2008,139000
10800,4,7,1294,7,2008,106250
9247,6,6,1716,8,2008,171000
10180,5,6,1044,5,2008,139000
11355,7,7,1312,6,2008,186000
10920,6,5,1253,5,2008,157000
12929,6,6,1081,5,2008,148000
27650,7,7,2069,9,2008,242000
8892,5,7,910,5,2008,116000
7200,5,7,876,5,2008,94000
7200,5,5,1048,7,2008,98300
7910,5,5,1507,7,2008,127000
8000,5,6,1256,6,2008,159000
8000,5,5,1027,6,2008,125900
7931,5,6,1269,6,2008,155000
8064,6,6,1320,5,2008,138000
6390,6,7,984,4,2008,112500
7227,6,6,832,4,2008,105500
7200,6,5,1278,6,2008,127500
8513,5,5,1800,10,2008,130000
7200,5,6,1588,6,2008,150000
7200,5,7,825,4,2008,109500
7056,6,5,1796,8,2008,140000
9760,6,6,1611,7,2008,167900
7590,5,5,1117,6,2008,136870
9836,6,5,1133,7,2008,143000
5232,5,5,764,4,2008,73000
10440,5,8,1539,8,2008,157500
9184,5,7,1323,6,2008,122600
4800,5,5,1360,6,2008,111000
10440,6,7,2792,8,2008,256000
4800,5,4,672,4,2008,64000
6000,6,7,1456,7,2008,139500
11426,4,6,1594,9,2008,118000
11426,7,5,2082,6,2008,200000
7628,4,6,1656,8,2008,119164
7308,5,5,1740,6,2008,122250
5400,7,6,1027,5,2008,120000
10800,6,6,1436,8,2008,155000
6756,5,6,899,5,2008,78000
5914,5,9,1080,5,2008,95000
6000,5,5,789,5,2008,115000
12000,5,7,1122,6,2008,147000
9000,5,6,1499,5,2008,140000
7311,2,5,407,3,2008,46500
6000,5,6,928,5,2008,112500
6000,4,7,901,4,2008,107900
12205,3,1,1588,6,2008,65000
18386,7,9,3493,10,2008,295000
9142,5,5,1627,10,2008,139500
12665,5,8,1416,7,2008,153900
5350,7,8,1450,7,2008,132000
4571,5,5,1344,7,2008,98000
9143,5,7,1017,5,2008,114000
9600,5,5,2350,10,2008,130000
9600,6,5,2058,8,2008,129500
6000,5,9,1540,7,2008,129400
9600,7,9,1378,7,2008,161000
10800,6,7,1912,7,2008,163000
6300,6,6,1484,9,2008,128000
5250,8,5,2358,8,2008,122000
5700,7,7,1111,5,2008,116900
13500,10,9,2775,9,2008,325000
11340,2,1,1086,5,2008,55000
10800,7,7,2495,10,2008,184000
9750,5,6,984,5,2008,110000
12150,5,5,1795,7,2008,131500
12702,5,5,882,4,2008,97000
8516,4,6,1093,5,2008,115500
7111,5,7,1143,5,2008,138000
7425,7,7,1668,8,2008,108000
9100,5,6,935,4,2008,79500
7010,5,5,1738,6,2008,153000
6130,5,6,784,5,2008,109500
5000,5,7,1210,6,2008,124000
5870,6,9,1290,6,2008,106900
6000,6,7,1672,6,2008,164900
6000,5,7,949,5,2008,119000
6000,6,7,1158,5,2008,120000
6000,6,7,1497,5,2008,157000
6000,6,5,1342,7,2008,105000
5000,6,7,1013,6,2008,113000
5520,5,7,1216,6,2008,115000
5940,4,7,896,4,2008,79000
6240,4,7,1136,6,2008,123000
6120,5,6,808,6,2008,81300
6240,5,7,1573,8,2008,162900
6240,7,5,2009,7,2008,150000
6120,5,5,1902,7,2008,123500
6120,7,5,1774,8,2008,129900
6155,6,8,1362,6,2008,128000
6324,4,6,520,4,2008,68500
8635,5,5,1285,6,2008,127000
13053,6,7,1848,8,2008,207000
9120,7,6,1820,8,2008,184000
9144,6,4,1716,8,2008,162500
9144,5,5,1505,8,2008,145000
10267,6,7,838,5,2008,130000
8094,6,8,1984,8,2008,160000
5100,8,7,1666,7,2008,161000
4347,6,8,1609,7,2008,127500
6291,6,6,768,4,2008,93850
10266,6,6,1536,7,2008,136000
6876,6,6,1969,9,2008,141000
10320,5,6,1308,6,2008,120000
7200,6,7,1040,5,2008,127500
7006,6,6,1236,6,2008,127000
7920,6,7,1406,6,2008,89500
8235,5,7,825,4,2008,125000
5586,6,7,1198,7,2008,79900
10320,5,8,759,5,2008,85000
10320,3,3,1344,8,2008,82375
10320,6,7,1469,7,2008,135000
9488,5,6,1054,6,2008,124000
8250,5,5,1211,5,2008,134000
21286,5,5,1271,7,2008,135000
17120,4,4,1588,7,2008,134432
10106,5,7,1355,6,2008,127500
11235,5,6,1075,6,2008,148000
11200,5,5,1040,5,2008,129500
13014,6,5,1096,6,2008,157500
7162,5,7,904,6,2008,109900
10265,5,7,992,6,2008,145000
9764,5,7,894,5,2008,130000
7703,6,8,1034,6,2008,153000
9981,5,5,1073,6,2008,120000
7400,5,5,1126,5,2008,152000
12900,4,4,1258,6,2008,108959
12900,5,4,1140,6,2008,95541
9000,5,3,1006,5,2008,80000
8544,5,6,1228,6,2008,149350
9239,5,8,960,6,2008,144900
14175,6,8,1188,4,2008,185000
13284,5,5,1383,6,2008,165000
13500,6,7,1252,4,2008,235000
13825,5,6,1601,6,2008,140000
10200,5,8,672,4,2008,108000
10532,5,3,1721,7,2008,145000
8375,5,7,1350,6,2008,152400
10200,5,8,904,5,2008,144000
2887,6,5,1291,6,2008,173000
10005,7,5,2022,8,2008,192000
20270,7,6,1524,7,2008,245000
39104,7,7,1363,5,2008,241500
53227,4,6,1663,6,2008,256000
11512,6,7,1357,5,2008,177000
5190,7,5,1079,5,2008,125600
10452,6,5,1094,5,2008,155000
45600,6,8,2358,10,2008,240000
19550,5,7,1518,5,2008,260000
21780,6,7,1674,8,2008,185000
13728,6,7,2108,7,2008,235000
9571,5,6,1509,6,2008,159900
9350,5,5,864,4,2008,99600
9360,6,8,1269,7,2008,134500
8405,5,8,1367,7,2008,119000
7000,5,7,1347,5,2008,107500
10880,5,5,1164,5,2008,125000
9600,6,5,1096,5,2008,79000
9084,5,6,1111,5,2008,95000
11839,7,5,2329,10,2008,262280
9771,6,5,2814,9,2008,260000
9938,7,5,1626,7,2008,226500
14171,7,5,2200,9,2008,225000
10541,7,5,2037,8,2008,229000
10616,7,5,1356,6,2008,177439
9345,8,5,1615,7,2008,248500
11778,9,5,2276,7,2008,475000
11778,9,5,1766,8,2008,395039
11228,7,5,2097,9,2008,228000
11454,8,5,1511,6,2008,225000
11500,6,6,1643,6,2008,195000
12798,6,5,1688,8,2008,200000
9750,5,7,990,5,2008,155000
9525,5,6,1099,6,2008,144000
9245,5,5,990,5,2008,145000
8696,7,5,1418,5,2008,226001
13142,6,5,1771,6,2008,215700
8998,7,5,1652,6,2008,207500
9179,7,5,1790,7,2008,193000
8924,7,5,1724,8,2008,188000
9382,7,5,1479,6,2008,191000
12803,7,5,1494,6,2008,221000
12435,7,5,1792,7,2008,231500
12192,7,5,1823,6,2008,235000
11250,7,5,1786,6,2008,223500
9200,5,6,938,5,2008,130250
8385,5,8,985,6,2008,149900
12250,5,6,1174,5,2008,158000
10970,6,6,1026,5,2008,147000
9216,5,6,1076,5,2008,143195
14330,5,6,1558,5,2008,163000
7990,5,6,924,5,2008,110000
7180,5,7,864,5,2008,127000
7200,5,7,780,4,2008,124900
9742,8,5,1795,7,2008,230000
9473,8,5,2031,7,2008,237000
10316,7,5,1865,7,2008,235000
10400,7,5,2161,8,2008,230500
9066,8,5,1852,7,2008,230000
11404,7,5,2031,8,2008,222500
9240,8,5,2263,7,2008,287000
9720,9,5,1947,7,2008,274000
14860,8,5,1786,6,2008,300000
11250,8,5,2290,9,2008,255900
